Card ID,Card Name,Expansion,Collection Number,Category,Pokemon Stage,Previous Stage,HP,Energy Type,Trainer Type,Rule,Weakness,Resistance,Retreat Cost,Move 1 Name,Move 1 Energy Cost,Move 1 Damage,Move 1 Effect,Move 2 Name,Move 2 Energy Cost,Move 2 Damage,Move 2 Effect,Ability Name,Ability Effect,Explanation / Synergy Tag
GEN-11587,Venusaur ex,Astral Radiance,002/220,Pokemon,Stage 2,Ivysaur,320,Grass,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fire x2,None,1,Giga Drain,2 G,160,,,,,,,,Meta tier-1 rule-box flagship Venusaur ex.
GEN-11588,Geodude,Shrouded Fable,176/220,Pokemon,Basic,,60,Fighting,,,Grass x2,None,3,Hammer Arm,1 F,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Dynamic Punch,,30,,,,Standard basic Fighting starter for Geodude evolution tree.
GEN-11589,Hisuian Heavy Ball,Fusion Strike,088/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11590,Pokestop,Rebel Clash,186/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,"Once per turn, discard top 3 cards of deck. Put all Items discarded this way into hand.",Trainer card: Stadium (item_mill_stadium)
GEN-11591,Reversal Energy,Stellar Crown,158/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11592,Rapidash,Vivid Voltage,214/220,Pokemon,Stage 1,Ponyta,90,Fire,,,Water x2,None,1,Burning Roar,2 F,70,Discard an Energy from this Pokemon to deal 30 more damage.,Inferno Overdrive,3 F,,,,,Stage 1 pivot & engine bridge for Rapidash lineup.
GEN-11593,Iono,Shrouded Fable,050/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Each player shuffles hand into deck, then draws cards equal to remaining prize cards.",Trainer card: Supporter (disruption_draw)
GEN-11594,Hisuian Heavy Ball,Temporal Forces,214/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11595,Maximum Belt,Sword & Shield Base,173/220,Trainer,,,,,Pokemon Tool,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Attacks of the Pokemon this card is attached to do 50 more damage to Active ex.,Trainer card: Pokemon Tool (ace_damage_tool)
GEN-11596,Basic Lightning Energy,Surging Sparks,122/220,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
GEN-11597,Tepig,Paldean Fates,166/220,Pokemon,Basic,,90,Fire,,,Water x2,None,3,Inferno Overdrive,1 F,20,,Lava Plume,2 F,40,,,,Standard basic Fire starter for Tepig evolution tree.
GEN-11598,Roaring Moon,Silver Tempest,124/220,Pokemon,Basic,,70,Darkness,,,Grass x2,None,2,Dark Pulse,1 D,30,,,2 D,50,,,,Standard basic Darkness starter for Roaring Moon evolution tree.
GEN-11599,Steelix,Fusion Strike,161/220,Pokemon,Basic,,80,Metal,,,Fire x2,Grass -30,4,Steel Wing,1 M,30,,Armored Press,,30,,,"Once during your turn, you may draw 1 card.",Standard basic Metal starter for Steelix evolution tree.
GEN-11600,Basic Fire Energy,Fusion Strike,138/220,Energy,,,,Fire,Basic,,,,,,,,,,,,,,Provides 1 Fire Energy.,Energy card: Basic (Fire)
GEN-11601,Choice Belt,Silver Tempest,119/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Attacks of the Pokemon this card is attached to do 30 more damage to Active Pokemon V.,Trainer card: Pokemon Tool (damage_tool)
GEN-11602,Town Store,Paldean Fates,191/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,"Once per turn, each player may search deck for a Pokemon Tool card into hand.",Trainer card: Stadium (tool_search_stadium)
GEN-11603,Croconaw,Evolving Skies,214/220,Pokemon,Stage 1,Totodile,110,Water,,,Lightning x2,None,2,Ice Beam,2 W,50,,Blizzard,3 W,100,,,,Stage 1 pivot & engine bridge for Croconaw lineup.
GEN-11604,Basic Darkness Energy,Evolving Skies,077/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11605,Reversal Energy,Sword & Shield Base,186/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11606,Melmetal,Rebel Clash,081/220,Pokemon,Basic,,50,Metal,,,Fire x2,Grass -30,3,Metal Claw,1 M,20,,,2 M,50,,Melmetal's Intuition,,Standard basic Metal starter for Melmetal evolution tree.
GEN-11607,Mist Energy,Darkness Ablaze,138/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
GEN-11608,Roserade,Evolving Skies,054/220,Pokemon,Stage 1,Roselia,120,Grass,,,Fire x2,None,1,Giga Drain,2 G,60,Discard an Energy from this Pokemon to deal 30 more damage.,,3 G,,,Inconspicuous,,Stage 1 pivot & engine bridge for Roserade lineup.
GEN-11609,Gift Energy,Twilight Masquerade,176/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
GEN-11610,Hisuian Heavy Ball,Lost Origin,205/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11611,Technical Machine: Evolution,Paradox Rift,017/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Attack for 1 Colorless: Search deck for up to 2 Evolution cards and evolve 2 benched Pokemon.,Trainer card: Pokemon Tool (evolution_tool)
GEN-11612,Gimmighoul,Paradox Rift,072/220,Pokemon,Stage 1,Gholdengo,120,Metal,,,Fire x2,Grass -30,1,Make It Rain,2 M,70,Discard an Energy from this Pokemon to deal 30 more damage.,,,,,,,Stage 1 pivot & engine bridge for Gimmighoul lineup.
GEN-11613,Typhlosion ex,Shrouded Fable,087/220,Pokemon,Stage 2,Quilava,230,Fire,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Water x2,None,1,Heat Wave,2 F,180,,,3 F,,,,,Meta tier-1 rule-box flagship Typhlosion ex.
GEN-11614,Air Balloon,Fusion Strike,161/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,The retreat cost of the Pokemon this card is attached to is 2 less.,Trainer card: Pokemon Tool (mobility_tool)
GEN-11615,Basic Metal Energy,Shrouded Fable,216/220,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
GEN-11616,Bibarel,Fusion Strike,147/220,Pokemon,Stage 1,Bidoof,130,Colorless,,,Fighting x2,None,2,Hyper Beam,2 C,70,Discard an Energy from this Pokemon to deal 30 more damage.,Double-Edge,,,,,,Stage 1 pivot & engine bridge for Bibarel lineup.
GEN-11617,Legacy Energy,Darkness Ablaze,100/220,Energy,,,,Rainbow,Special,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Provides all Energy types. When attached Pokemon is KO'd by damage, opponent takes 1 less prize.",Energy card: Special (Rainbow)
GEN-11618,Colress's Experiment,Paldea Evolved,153/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
GEN-11619,Rhyperior,Surging Sparks,201/220,Pokemon,Stage 2,Rhydon,150,Fighting,,,Grass x2,None,4,Aura Sphere,2 F 1 C,180,This attack does 30 damage to each of your opponent's Benched Pokemon.,,,,,,,Stage 2 heavy attacker / archetype anchor Rhyperior.
GEN-11620,Mirage Gate,Darkness Ablaze,079/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can only be played if you have 7+ cards in Lost Zone. Search deck for 2 different basic Energy and attach.,Trainer card: Item (lost_zone_accel)
GEN-11621,Prime Catcher,Scarlet & Violet Base,220/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Switch 1 opponent Benched Pokemon to Active, and switch your Active with Bench.",Trainer card: Item (ace_spec_gust_switch)
GEN-11622,Unfair Stamp,Stellar Crown,182/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Can be played only after KO. Opponent shuffles hand and draws 2; you draw 5.,Trainer card: Item (ace_spec_disruption)
GEN-11623,Torchic,Brilliant Stars,070/220,Pokemon,Basic,,70,Fire,,,Water x2,None,2,Inferno Overdrive,1 F,10,,Fire Blast,,30,,,,Standard basic Fire starter for Torchic evolution tree.
GEN-11624,Town Store,Paldean Fates,023/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,"Once per turn, each player may search deck for a Pokemon Tool card into hand.",Trainer card: Stadium (tool_search_stadium)
GEN-11625,Basic Psychic Energy,Shrouded Fable,061/220,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
GEN-11626,Forest Seal Stone,Crown Zenith,116/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Star Order Ability: Search your deck for any 1 card and put it into hand.,Trainer card: Pokemon Tool (vstar_power_tool)
GEN-11627,Mirage Gate,Paldean Fates,056/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can only be played if you have 7+ cards in Lost Zone. Search deck for 2 different basic Energy and attach.,Trainer card: Item (lost_zone_accel)
GEN-11628,Basic Metal Energy,Evolving Skies,078/220,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
GEN-11629,Professor's Research,Temporal Forces,029/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Discard your hand and draw 7 cards.,Trainer card: Supporter (draw)
GEN-11630,Air Balloon,Scarlet & Violet Base,201/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,The retreat cost of the Pokemon this card is attached to is 2 less.,Trainer card: Pokemon Tool (mobility_tool)
GEN-11631,Fletchinder,Fusion Strike,200/220,Pokemon,Stage 1,Fletchling,130,Fire,,,Lightning x2,Fighting -30,0,Flamethrower,2 F,80,Discard an Energy from this Pokemon to deal 30 more damage.,Fire Blast,,100,,,,Stage 1 pivot & engine bridge for Fletchinder lineup.
GEN-11632,Raihan,Crown Zenith,024/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
GEN-11633,Basic Grass Energy,Twilight Masquerade,130/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11634,Charizard ex,Rebel Clash,205/220,Pokemon,Stage 2,Charmeleon,280,Fairy,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Water x2,None,2,Infernal Reign,2 F,220,This attack does 30 more damage for each Prize card your opponent has taken.,Flare Strike,3 F,,,,,Meta tier-1 rule-box flagship Charizard ex.
GEN-11635,Basic Psychic Energy,Astral Radiance,129/220,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
GEN-11636,Scizor,Stellar Crown,049/220,Pokemon,Basic,,50,Metal,,,Fire x2,Grass -30,1,Bullet Punch,1 M,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,30,,,,Standard basic Metal starter for Scizor evolution tree.
GEN-11637,Maximum Belt,Obsidian Flames,124/220,Trainer,,,,,Pokemon Tool,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Attacks of the Pokemon this card is attached to do 50 more damage to Active ex.,Trainer card: Pokemon Tool (ace_damage_tool)
GEN-11638,Basic Grass Energy,Silver Tempest,135/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11639,Prime Catcher,Lost Origin,199/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Switch 1 opponent Benched Pokemon to Active, and switch your Active with Bench.",Trainer card: Item (ace_spec_gust_switch)
GEN-11640,Pal Pad,Crown Zenith,037/220,Trainer,,,,,Item,,,,,,,,,,,,,,Shuffle up to 2 Supporter cards from your discard pile into your deck.,Trainer card: Item (supporter_recovery)
GEN-11641,Scyther,Stellar Crown,026/220,Pokemon,Stage 1,Scizor,110,Metal,,,Fire x2,Grass -30,1,Iron Head,2 M,80,Discard an Energy from this Pokemon to deal 30 more damage.,,3 M,90,,,,Stage 1 pivot & engine bridge for Scyther lineup.
GEN-11642,Basic Darkness Energy,Sword & Shield Base,174/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11643,Darkrai VSTAR,Twilight Masquerade,053/220,Pokemon,Basic,,230,Darkness,,VSTAR Rule: Opponent takes 2 Prizes.,Grass x2,None,2,Frenzy Gouging,2 D,200,,,,,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Darkrai VSTAR.
GEN-11644,Cornerstone Mask Ogerpon,Obsidian Flames,010/220,Pokemon,Basic,,60,Fighting,,,Grass x2,None,1,Stone Edge,1 F,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Close Combat,2 F,,,,,Standard basic Fighting starter for Cornerstone Mask Ogerpon evolution tree.
GEN-11645,Basic Fire Energy,Paldean Fates,100/220,Energy,,,,Fire,Basic,,,,,,,,,,,,,,Provides 1 Fire Energy.,Energy card: Basic (Fire)
GEN-11646,Energy Retrieval,Battle Styles,134/220,Trainer,,,,,Item,,,,,,,,,,,,,,Put up to 2 Basic Energy cards from your discard pile into your hand.,Trainer card: Item (energy_recovery)
GEN-11647,Rhyhorn,Surging Sparks,002/220,Pokemon,Basic,,70,Fighting,,,Grass x2,None,3,Aura Sphere,1 F,10,,Mach Punch,,50,,Rhyhorn's Intuition,,Standard basic Fighting starter for Rhyhorn evolution tree.
GEN-11648,Prime Catcher,Brilliant Stars,012/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Switch 1 opponent Benched Pokemon to Active, and switch your Active with Bench.",Trainer card: Item (ace_spec_gust_switch)
GEN-11649,Unfair Stamp,Brilliant Stars,218/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Can be played only after KO. Opponent shuffles hand and draws 2; you draw 5.,Trainer card: Item (ace_spec_disruption)
GEN-11650,Luminous Energy,Temporal Forces,023/220,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
GEN-11651,Hisuian Heavy Ball,Fusion Strike,120/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11652,Reshiram,Twilight Masquerade,027/220,Pokemon,Basic,,60,Fire,,,Water x2,None,2,Lava Plume,1 F,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,Reshiram's Intuition,"Once during your turn, you may draw 1 card.",Standard basic Fire starter for Reshiram evolution tree.
GEN-11653,Basic Darkness Energy,Stellar Crown,197/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11654,Greninja ex,Lost Origin,191/220,Pokemon,Stage 2,Frogadier,310,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,1,Hydro Pump,2 W,200,,Rain Splash,3 W,,,,,Meta tier-1 rule-box flagship Greninja ex.
GEN-11655,Prime Catcher,Rebel Clash,006/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Switch 1 opponent Benched Pokemon to Active, and switch your Active with Bench.",Trainer card: Item (ace_spec_gust_switch)
GEN-11656,Gift Energy,Twilight Masquerade,195/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
GEN-11657,Prime Catcher,Rebel Clash,164/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Switch 1 opponent Benched Pokemon to Active, and switch your Active with Bench.",Trainer card: Item (ace_spec_gust_switch)
GEN-11658,Penny,Obsidian Flames,083/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
GEN-11659,Raihan,Surging Sparks,050/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
GEN-11660,Energy Retrieval,Astral Radiance,071/220,Trainer,,,,,Item,,,,,,,,,,,,,,Put up to 2 Basic Energy cards from your discard pile into your hand.,Trainer card: Item (energy_recovery)
GEN-11661,Basic Metal Energy,Paldean Fates,082/220,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
GEN-11662,Escape Rope,Chilling Reign,113/220,Trainer,,,,,Item,,,,,,,,,,,,,,Each player switches their Active Pokemon with 1 of their Benched Pokemon.,Trainer card: Item (mutual_switch)
GEN-11663,Choice Belt,Scarlet & Violet Base,031/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Attacks of the Pokemon this card is attached to do 30 more damage to Active Pokemon V.,Trainer card: Pokemon Tool (damage_tool)
GEN-11664,Night Stretcher,Chilling Reign,039/220,Trainer,,,,,Item,,,,,,,,,,,,,,Put a Pokemon or a Basic Energy card from your discard pile into your hand.,Trainer card: Item (recovery_hand)
GEN-11665,Zacian V,Brilliant Stars,071/220,Pokemon,Basic,,320,Metal,,VSTAR Rule: Opponent takes 2 Prizes.,Fire x2,Grass -30,2,Bullet Punch,2 M,240,,,3 M,300,,,,Meta tier-1 rule-box flagship Zacian V.
GEN-11666,Graveler,Shrouded Fable,004/220,Pokemon,Stage 1,Geodude,100,Fighting,,,Grass x2,None,3,Hammer Arm,2 F,50,Discard an Energy from this Pokemon to deal 30 more damage.,Aura Sphere,3 F,,,,,Stage 1 pivot & engine bridge for Graveler lineup.
GEN-11667,Gengar,Lost Origin,144/220,Pokemon,Stage 2,Haunter,180,Psychic,,,Darkness x2,Fighting -30,2,Mind Bend,2 P 1 C,120,,,3 P,180,,,,Stage 2 heavy attacker / archetype anchor Gengar.
GEN-11668,Basic Darkness Energy,Astral Radiance,027/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11669,Penny,Rebel Clash,139/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
GEN-11670,Defiance Band,Lost Origin,141/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,"If behind in prizes, attacks do 30 more damage to Active Pokemon.",Trainer card: Pokemon Tool (comeback_tool)
GEN-11671,Unfair Stamp,Brilliant Stars,070/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Can be played only after KO. Opponent shuffles hand and draws 2; you draw 5.,Trainer card: Item (ace_spec_disruption)
GEN-11672,Umbreon VMAX,Chilling Reign,181/220,Pokemon,Basic,,280,Darkness,,VSTAR Rule: Opponent takes 2 Prizes.,Grass x2,None,2,Bite,2 D,220,,Night Slash,,300,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Umbreon VMAX.
GEN-11673,Rhyhorn,Surging Sparks,073/220,Pokemon,Basic,,70,Fighting,,,Grass x2,None,3,Aura Sphere,1 F,10,,Mach Punch,,50,,Rhyhorn's Intuition,,Standard basic Fighting starter for Rhyhorn evolution tree.
GEN-11674,Gift Energy,Shrouded Fable,063/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
GEN-11675,Ditto,Vivid Voltage,019/220,Pokemon,Basic,,70,Colorless,,,Fighting x2,None,1,Trinity Nova,1 C,20,,Quick Attack,,40,,,,Standard basic Colorless starter for Ditto evolution tree.
GEN-11676,Prime Catcher,Stellar Crown,157/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Switch 1 opponent Benched Pokemon to Active, and switch your Active with Bench.",Trainer card: Item (ace_spec_gust_switch)
GEN-11677,Maximum Belt,Battle Styles,139/220,Trainer,,,,,Pokemon Tool,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Attacks of the Pokemon this card is attached to do 50 more damage to Active ex.,Trainer card: Pokemon Tool (ace_damage_tool)
GEN-11678,Basic Grass Energy,Twilight Masquerade,013/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11679,Weavile ex,Silver Tempest,008/220,Pokemon,Stage 1,Sneasel,330,Darkness,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Grass x2,None,1,Bite,2 D,160,,,3 D,220,Discard all Energy attached to this Pokemon.,,,Meta tier-1 rule-box flagship Weavile ex.
